Path,ID,LEVEL,CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,ALCOHOL_L1_NAME,ALCOHOL_L1_ID,ALCOHOL_L2_NAME,ALCOHOL_L2_ID,BABY_L1_NAME,BABY_L1_ID,BABY_L2_NAME,BABY_L2_ID,BEAUTY_L1_NAME,BEAUTY_L1_ID,BEAUTY_L2_NAME,BEAUTY_L2_ID,ELECTRONICS_L1_NAME,ELECTRONICS_L1_ID,ELECTRONICS_L2_NAME,ELECTRONICS_L2_ID,CnG_L1_NAME,CnG_L1_ID,CnG_L2_NAME,CnG_L2_ID,HOME_L1_NAME,HOME_L1_ID,HOME_L2_NAME,HOME_L2_ID,OFFICE_L1_NAME,OFFICE_L1_ID,OFFICE_L2_NAME,OFFICE_L2_ID,PET_L1_NAME,PET_L1_ID,PET_L2_NAME,PET_L2_ID,OUTDOOR_L1_NAME,OUTDOOR_L1_ID,OUTDOOR_L2_NAME,OUTDOOR_L2_ID,VITAMINS_L1_NAME,VITAMINS_L1_ID,VITAMINS_L2_NAME,VITAMINS_L2_ID,FEMALE_APPAREL_L1_NAME,FEMALE_APPAREL_L1_ID,FEMALE_APPAREL_L2_NAME,FEMALE_APPAREL_L2_ID,HOME_IMPROVEMENT_L1_NAME,HOME_IMPROVEMENT_L1_ID,HOME_IMPROVEMENT_L2_NAME,HOME_IMPROVEMENT_L2_ID,CBD_THC_L1_NAME,CBD_THC_L1_ID,CBD_THC_L2_NAME,CBD_THC_L2_ID,CRAFTS_L1_NAME,CRAFTS_L1_ID,CRAFTS_L2_NAME,CRAFTS_L2_ID,SPORTS_L1_NAME,SPORTS_L1_ID,SPORTS_L2_NAME,SPORTS_L2_ID,ASIAN_GROCERY_L1_NAME,ASIAN_GROCERY_L1_ID,ASIAN_GROCERY_L2_NAME,ASIAN_GROCERY_L2_ID,AUS_CNG_L1_NAME,AUS_CNG_L1_ID,AUS_CNG_L2_NAME,AUS_CNG_L2_ID,AUS_ALC_L1_NAME,AUS_ALC_L1_ID,AUS_ALC_L2_NAME,AUS_ALC_L2_ID,SUPERSTORE_L1_NAME,SUPERSTORE_L1_ID,SUPERSTORE_L2_NAME,SUPERSTORE_L2_ID
Alcohol > Beer > Other Beers,174,3,Alcohol,Beer,Other Beers,,Beer,1351,Specialty Beers,3072,,,,,,,,,,,,,Alcohol,1024,Beer,1027,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcohol,1024,Beer,1027,Alcohol,1024,Beer,1027,Beer,1351,Specialty Beers,3072,Alcohol,1024,Beer,1027
Alcohol > Beer > Porters & Stouts > Porters,912,4,Alcohol,Beer,Porters & Stouts,Porters,Beer,1351,Porter,3503,,,,,,,,,,,,,Alcohol,1024,Beer,1027,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcohol,1024,Beer,1027,Alcohol,1024,Beer,1027,Beer,1351,Porter,3503,Alcohol,1024,Beer,1027
Alcohol > Beer > Porters & Stouts > Stout,916,4,Alcohol,Beer,Porters & Stouts,Stout,Beer,1351,Stout,3057,,,,,,,,,,,,,Alcohol,1024,Beer,1027,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcohol,1024,Beer,1027,Alcohol,1024,Beer,1027,Beer,1351,Stout,3057,Alcohol,1024,Beer,1027
Alcohol > Beer > Sour,170,3,Alcohol,Beer,Sour,,Beer,1351,Sour Beer,808745972217774111,,,,,,,,,,,,,Alcohol,1024,Beer,1027,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcohol,1024,Beer,1027,Alcohol,1024,Beer,1027,Beer,1351,Sour,811,Alcohol,1024,Beer,1027
Alcohol > Beer > Specialty Beer,171,3,Alcohol,Beer,Specialty Beer,,Beer,1351,Specialty Beers,3072,,,,,,,,,,,,,Alcohol,1024,Beer,1027,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcohol,1024,Beer,1027,Alcohol,1024,Beer,1027,Beer,1351,Specialty Beers,3072,Alcohol,1024,Beer,1027
"Alcohol > Bitters, Mixers, & Syrups > Bitters > Angostura Bitters",905,4,Alcohol,"Bitters, Mixers, & Syrups",Bitters,Angostura Bitters,Drinks & Mixers,814473445767577624,Bar Mixers,1358,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Mixers,1392,Mixers,1352,Bar Mixers,1358,Alcohol,1024,Mixers,1392
"Alcohol > Bitters, Mixers, & Syrups > Bitters > Orange Bitters",906,4,Alcohol,"Bitters, Mixers, & Syrups",Bitters,Orange Bitters,Drinks & Mixers,814473445767577624,Bar Mixers,1358,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Mixers,1392,Mixers,1352,Bar Mixers,1358,Alcohol,1024,Mixers,1392
"Alcohol > Bitters, Mixers, & Syrups > Bitters > Other Bitters",907,4,Alcohol,"Bitters, Mixers, & Syrups",Bitters,Other Bitters,Drinks & Mixers,814473445767577624,Bar Mixers,1358,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Mixers,1392,Mixers,1352,Bar Mixers,1358,Alcohol,1024,Mixers,1392
"Alcohol > Bitters, Mixers, & Syrups > Garnishes",4053,3,Alcohol,"Bitters, Mixers, & Syrups",Garnishes,,Drinks & Mixers,814473445767577624,Cocktail Garnishes,5117,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Mixers,1392,Mixers,1352,Cocktail Garnishes,5117,Alcohol,1024,Mixers,1392
"Alcohol > Bitters, Mixers, & Syrups > Mixers > Bloody Mary Mix",4052,4,Alcohol,"Bitters, Mixers, & Syrups",Mixers,Bloody Mary Mix,Drinks & Mixers,814473445767577624,Bar Mixers,1358,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Mixers,1392,Mixers,1352,Bar Mixers,1358,Alcohol,1024,Mixers,1392
"Alcohol > Bitters, Mixers, & Syrups > Mixers > Ginger Beer",908,4,Alcohol,"Bitters, Mixers, & Syrups",Mixers,Ginger Beer,Drinks & Mixers,814473445767577624,Bar Mixers,1358,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Mixers,1392,Mixers,1352,Bar Mixers,1358,Alcohol,1024,Mixers,1392
"Alcohol > Bitters, Mixers, & Syrups > Mixers > Margarita Mix",909,4,Alcohol,"Bitters, Mixers, & Syrups",Mixers,Margarita Mix,Drinks & Mixers,814473445767577624,Bar Mixers,1358,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Mixers,1392,Mixers,1352,Bar Mixers,1358,Alcohol,1024,Mixers,1392
"Alcohol > Bitters, Mixers, & Syrups > Mixers > Other Mixers",4051,4,Alcohol,"Bitters, Mixers, & Syrups",Mixers,Other Mixers,Drinks & Mixers,814473445767577624,Bar Mixers,1358,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Mixers,1392,Mixers,1352,Bar Mixers,1358,Alcohol,1024,Mixers,1392
"Alcohol > Bitters, Mixers, & Syrups > Rimmers",4054,3,Alcohol,"Bitters, Mixers, & Syrups",Rimmers,,Drinks & Mixers,814473445767577624,Bar Mixers,1358,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Mixers,1392,Mixers,1352,Bar Mixers,1358,Alcohol,1024,Mixers,1392
"Alcohol > Bitters, Mixers, & Syrups > Syrups (Alcohol)",177,3,Alcohol,"Bitters, Mixers, & Syrups",Syrups (Alcohol),,Drinks & Mixers,814473445767577624,Bar Mixers,1358,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drinks,751,Mixers,1392,Drinks,751,Mixers,1392,Mixers,1352,Bar Mixers,1358,Alcohol,1024,Mixers,1392
Alcohol > Liqueurs > Chocolate & Dessert Liqueurs,180,3,Alcohol,Liqueurs,Chocolate & Dessert Liqueurs,,Liqueur,3040,Other Liqueurs,808745972245037079,,,,,,,,,,,,,Alcohol,1024,Liqueur,1038,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcohol,1024,Liqueur,1038,Alcohol,1024,Liqueur,1038,Liqueur,3040,Other Liqueurs,808745972245037079,Alcohol,1024,Liqueur,1038
Alcohol > Liqueurs > Coffee Liqueurs,178,3,Alcohol,Liqueurs,Coffee Liqueurs,,Liqueur,3040,Other Liqueurs,808745972245037079,,,,,,,,,,,,,Alcohol,1024,Liqueur,1038,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcohol,1024,Liqueur,1038,Alcohol,1024,Liqueur,1038,Liqueur,3040,Coffee,5587,Alcohol,1024,Liqueur,1038
Alcohol > Liqueurs > Cream Liqueurs,179,3,Alcohol,Liqueurs,Cream Liqueurs,,Liqueur,3040,Cream Liqueur,11244,,,,,,,,,,,,,Alcohol,1024,Liqueur,1038,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcohol,1024,Liqueur,1038,Alcohol,1024,Liqueur,1038,Liqueur,3040,Cream,790783894921412635,Alcohol,1024,Liqueur,1038
Alcohol > Liqueurs > Flower Liqueurs,184,3,Alcohol,Liqueurs,Flower Liqueurs,,Liqueur,3040,Other Liqueurs,808745972245037079,,,,,,,,,,,,,Alcohol,1024,Liqueur,1038,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcohol,1024,Liqueur,1038,Alcohol,1024,Liqueur,1038,Liqueur,3040,Floral,790783894827859996,Alcohol,1024,Liqueur,1038
Alcohol > Liqueurs > Fruit Liqueurs > Berry Liqueurs,183,4,Alcohol,Liqueurs,Fruit Liqueurs,Berry Liqueurs,Liqueur,3040,Fruit Liqueur,808745972241301536,,,,,,,,,,,,,Alcohol,1024,Liqueur,1038,Drinks,751,Juice,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcohol,1024,Liqueur,1038,Alcohol,1024,Liqueur,1038,Liqueur,3040,Fruit,790783894946316312,Alcohol,1024,Liqueur,1038
